Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
702,1,4,35,,,
703,-4,3,-121,,,
704,4,3,127,,,
705,3,3,96,,,
706,-5,4,-151,,,
707,3,3,96,,,
708,2,4,66,,,
709,1,4,35,,,
710,-2,2,-60,,,
711,1,3,34,,,
712,-5,3,-152,,,
713,6,3,189,,,
714,4,2,126,,,
715,-1,3,-28,,,
716,4,2,126,,,
717,4,4,128,,,
718,-2,3,-59,,,
719,5,2,157,,,
720,1,4,35,,,
721,4,3,127,,,
722,5,4,159,,,
723,1,4,35,,,
724,-1,2,-29,,,
725,5,2,157,,,
726,-6,3,-183,,,
727,1,2,33,,,
728,5,4,159,,,
729,-1,3,-28,,,
730,-1,4,-27,,,
731,2,4,66,,,
732,-6,2,-184,,,
733,-5,3,-152,,,
734,-4,4,-120,,,
735,5,4,159,,,
736,-2,4,-58,,,
737,6,3,189,,,
738,2,2,64,,,
739,1,4,35,,,
740,-4,3,-121,,,
741,-4,4,-120,,,
742,5,2,157,,,
743,1,2,33,,,
744,1,2,33,,,
745,4,4,128,,,
746,6,4,190,,,
747,-3,3,-90,,,
748,2,2,64,,,
749,-1,4,-27,,,
750,-2,2,-60,,,
751,-4,3,-121,,,
752,-2,4,-58,,,
753,4,4,128,,,
754,-6,2,-184,,,
755,-1,4,-27,,,
756,-1,3,-28,,,
757,-5,4,-151,,,
758,-2,2,-60,,,
759,3,4,97,,,
760,-6,2,-184,,,
761,2,3,65,,,
762,-4,3,-121,,,
763,1,3,34,,,
764,-2,3,-59,,,
765,5,3,158,,,
766,1,4,35,,,
767,1,2,33,,,
768,6,3,189,,,
769,-4,3,-121,,,
770,-5,4,-151,,,
771,-1,3,-28,,,
772,-6,4,-182,,,
773,5,2,157,,,
774,2,3,65,,,
775,-2,2,-60,,,
776,-3,4,-89,,,
777,-5,4,-151,,,
778,-6,3,-183,,,
779,5,4,159,,,
780,-5,3,-152,,,
781,-6,2,-184,,,
782,-5,2,-153,,,
783,-2,4,-58,,,
784,2,4,66,,,
785,-4,2,-122,,,
786,-5,4,-151,,,
787,-4,3,-121,,,
788,-5,2,-153,,,
789,1,2,33,,,
790,1,2,33,,,
791,-3,3,-90,,,
792,-6,2,-184,,,
793,-2,4,-58,,,
794,4,2,126,,,
795,2,4,66,,,
796,4,2,126,,,
797,6,4,190,,,
798,-4,2,-122,,,
799,3,3,96,,,
800,6,2,188,,,
801,-5,2,-153,,,
802,5,2,157,,,
803,-5,4,-151,,,
804,-1,2,-29,,,
805,1,4,35,,,
806,5,2,157,,,
807,-2,4,-58,,,
808,5,3,158,,,
809,2,4,66,,,
810,1,2,33,,,
811,1,4,35,,,
812,-1,4,-27,,,
813,1,4,35,,,
814,3,3,96,,,
815,6,2,188,,,
816,2,4,66,,,
817,-4,2,-122,,,
818,2,3,65,,,
819,-5,2,-153,,,
820,-4,2,-122,,,
821,-1,4,-27,,,
822,-1,4,-27,,,
823,-1,2,-29,,,
824,-1,3,-28,,,
825,6,3,189,,,
826,1,4,35,,,
827,-1,4,-27,,,
828,-1,4,-27,,,
829,-6,3,-183,,,
830,4,2,126,,,
831,6,4,190,,,
832,1,3,34,,,
833,1,2,33,,,
834,-1,4,-27,,,
835,-6,3,-183,,,
836,3,3,96,,,
837,5,2,157,,,
838,1,3,34,,,
839,2,3,65,,,
840,-6,3,-183,,,
841,6,3,189,,,
842,-2,3,-59,,,
843,-2,4,-58,,,
844,-6,4,-182,,,
845,-4,4,-120,,,
846,5,3,158,,,
847,1,3,34,,,
848,2,3,65,,,
849,-1,4,-27,,,
850,4,3,127,,,
851,5,2,157,,,
852,5,3,158,,,
853,-4,3,-121,,,
854,6,3,189,,,
855,-6,3,-183,,,
856,3,4,97,,,
857,4,4,128,,,
858,-4,2,-122,,,
859,-6,4,-182,,,
860,2,3,65,,,
861,-2,3,-59,,,
862,-5,4,-151,,,
863,-3,4,-89,,,
864,1,3,34,,,
865,2,2,64,,,
866,4,4,128,,,
867,2,2,64,,,
868,2,2,64,,,
869,2,4,66,,,
870,6,4,190,,,
871,2,3,65,,,
872,3,4,97,,,
873,-5,3,-152,,,
874,3,4,97,,,
875,-5,3,-152,,,
876,-1,3,-28,,,
877,-5,2,-153,,,
878,-1,3,-28,,,
879,-2,4,-58,,,
880,1,4,35,,,
881,-2,2,-60,,,
882,-3,3,-90,,,
883,-1,4,-27,,,
884,-1,3,-28,,,
885,-2,4,-58,,,
886,-3,2,-91,,,
887,5,4,159,,,
888,-4,3,-121,,,
889,-2,4,-58,,,
890,2,3,65,,,
891,-5,4,-151,,,
892,-5,2,-153,,,
893,2,2,64,,,
894,4,2,126,,,
895,1,4,35,,,
896,-3,3,-90,,,
897,-2,2,-60,,,
898,4,3,127,,,
899,-2,4,-58,,,
900,-6,2,-184,,,
901,4,2,126,,,
902,-6,2,-184,,,
903,-6,3,-183,,,
904,2,3,65,,,
905,1,4,35,,,
906,-6,3,-183,,,
907,6,3,189,,,
908,-5,2,-153,,,
909,-4,4,-120,,,
910,-2,3,-59,,,
911,2,4,66,,,
912,2,3,65,,,
913,6,4,190,,,
914,2,4,66,,,
915,-1,2,-29,,,
916,2,2,64,,,
917,-2,3,-59,,,
918,5,2,157,,,
919,-2,2,-60,,,
920,2,3,65,,,
921,5,3,158,,,
922,-3,2,-91,,,
923,-5,3,-152,,,
924,6,4,190,,,
925,3,3,96,,,
926,-5,2,-153,,,
927,2,2,64,,,
928,1,2,33,,,
929,-3,3,-90,,,
930,3,4,97,,,
931,-1,4,-27,,,
932,-5,4,-151,,,
933,3,3,96,,,
934,-3,2,-91,,,
935,3,2,95,,,
936,3,4,97,,,
937,-1,3,-28,,,
938,5,3,158,,,
939,-4,2,-122,,,
940,2,2,64,,,
941,-6,2,-184,,,
942,-4,3,-121,,,
943,-2,3,-59,,,
944,-6,2,-184,,,
945,6,2,188,,,
946,6,4,190,,,
947,-4,2,-122,,,
948,4,3,127,,,
949,-3,2,-91,,,
950,3,2,95,,,
951,-6,3,-183,,,
952,-2,3,-59,,,
953,-4,4,-120,,,
954,5,2,157,,,
955,-1,3,-28,,,
956,-3,3,-90,,,
957,1,4,35,,,
958,1,4,35,,,
959,-1,2,-29,,,
960,1,4,35,,,
961,3,3,96,,,
962,1,4,35,,,
963,5,4,159,,,
964,-2,4,-58,,,
965,6,3,189,,,
966,3,2,95,,,
967,-2,2,-60,,,
968,-2,3,-59,,,
969,-4,4,-120,,,
970,2,3,65,,,
971,3,4,97,,,
972,1,4,35,,,
973,-3,4,-89,,,
974,1,3,34,,,
975,6,4,190,,,
976,2,2,64,,,
977,-5,2,-153,,,
978,-1,3,-28,,,
979,-4,3,-121,,,
980,-1,3,-28,,,
981,1,2,33,,,
982,-6,2,-184,,,
983,6,4,190,,,
984,-1,3,-28,,,
985,-3,4,-89,,,
986,-1,3,-28,,,
987,-5,4,-151,,,
988,-6,4,-182,,,
989,-4,2,-122,,,
990,-2,4,-58,,,
991,-1,4,-27,,,
992,4,2,126,,,
993,3,2,95,,,
994,-1,4,-27,,,
995,4,4,128,,,
996,6,3,189,,,
997,2,3,65,,,
998,-1,2,-29,,,
999,6,4,190,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,6,4,190,,,
1,8,2,250,,,
2,2,2,64,,,
3,6,2,188,,,
4,6,4,190,,,
5,8,4,252,,,
6,6,2,188,,,
7,2,2,64,,,
8,4,3,127,,,
9,4,4,128,,,
10,9,3,282,,,
11,6,4,190,,,
12,4,4,128,,,
13,7,4,221,,,
14,6,2,188,,,
15,6,3,189,,,
16,10,2,312,,,
17,1,3,34,,,
18,11,2,343,,,
19,9,4,283,,,
20,9,4,283,,,
21,8,2,250,,,
22,5,3,158,,,
23,5,2,157,,,
24,7,4,221,,,
25,9,4,283,,,
26,7,2,219,,,
27,4,3,127,,,
28,1,4,35,,,
29,1,4,35,,,
30,8,2,250,,,
31,1,3,34,,,
32,8,2,250,,,
33,6,4,190,,,
34,6,3,189,,,
35,4,2,126,,,
36,6,3,189,,,
37,6,3,189,,,
38,10,3,313,,,
39,8,2,250,,,
40,6,3,189,,,
41,9,4,283,,,
42,8,3,251,,,
43,7,2,219,,,
44,3,2,95,,,
45,6,4,190,,,
46,3,4,97,,,
47,6,4,190,,,
48,11,4,345,,,
49,4,4,128,,,
50,2,2,64,,,
51,3,2,95,,,
52,8,2,250,,,
53,2,2,64,,,
54,6,2,188,,,
55,7,3,220,,,
56,9,2,281,,,
57,7,4,221,,,
58,6,4,190,,,
59,3,4,97,,,
60,6,4,190,,,
61,7,3,220,,,
62,11,2,343,,,
63,6,2,188,,,
64,8,2,250,,,
65,5,3,158,,,
66,8,2,250,,,
67,7,4,221,,,
68,9,2,281,,,
69,3,2,95,,,
70,9,2,281,,,
71,8,4,252,,,
72,6,3,189,,,
73,8,2,250,,,
74,8,2,250,,,
75,1,3,34,,,
76,4,4,128,,,
77,6,4,190,,,
78,5,4,159,,,
79,3,4,97,,,
80,2,4,66,,,
81,2,4,66,,,
82,5,4,159,,,
83,10,2,312,,,
84,10,4,314,,,
85,10,3,313,,,
86,3,3,96,,,
87,8,4,252,,,
88,11,2,343,,,
89,8,3,251,,,
90,2,4,66,,,
91,1,4,35,,,
92,3,3,96,,,
93,1,3,34,,,
94,3,4,97,,,
95,10,4,314,,,
96,11,3,344,,,
97,5,2,157,,,
98,11,3,344,,,
99,6,2,188,,,
100,9,2,281,,,
101,6,2,188,,,
102,2,4,66,,,
103,7,3,220,,,
104,6,2,188,,,
105,3,4,97,,,
106,4,3,127,,,
107,2,3,65,,,
108,4,4,128,,,
109,11,3,344,,,
110,11,3,344,,,
111,6,3,189,,,
112,3,3,96,,,
113,5,2,157,,,
114,6,2,188,,,
115,2,3,65,,,
116,9,4,283,,,
117,5,4,159,,,
118,6,2,188,,,
119,10,2,312,,,
120,5,4,159,,,
121,11,3,344,,,
122,6,2,188,,,
123,6,3,189,,,
124,11,2,343,,,
125,5,2,157,,,
126,8,2,250,,,
127,4,4,128,,,
128,6,4,190,,,
129,3,4,97,,,
130,1,3,34,,,
131,8,4,252,,,
132,2,2,64,,,
133,2,4,66,,,
134,9,2,281,,,
135,10,2,312,,,
136,11,4,345,,,
137,5,4,159,,,
138,6,2,188,,,
139,3,2,95,,,
140,5,4,159,,,
141,9,3,282,,,
142,7,3,220,,,
143,1,3,34,,,
144,8,4,252,,,
145,11,3,344,,,
146,6,2,188,,,
147,7,3,220,,,
148,3,3,96,,,
149,3,3,96,,,
150,4,4,128,,,
151,2,4,66,,,
152,7,2,219,,,
153,8,4,252,,,
154,6,3,189,,,
155,1,2,33,,,
156,1,4,35,,,
157,5,4,159,,,
158,9,4,283,,,
159,7,4,221,,,
160,6,4,190,,,
161,4,4,128,,,
162,5,2,157,,,
163,1,3,34,,,
164,6,4,190,,,
165,3,3,96,,,
166,6,2,188,,,
167,8,4,252,,,
168,8,4,252,,,
169,11,4,345,,,
170,10,3,313,,,
171,5,3,158,,,
172,1,4,35,,,
173,3,3,96,,,
174,6,4,190,,,
175,9,3,282,,,
176,5,2,157,,,
177,10,3,313,,,
178,4,3,127,,,
179,2,3,65,,,
180,9,4,283,,,
181,9,2,281,,,
182,11,2,343,,,
183,10,2,312,,,
184,3,2,95,,,
185,6,4,190,,,
186,10,3,313,,,
187,1,3,34,,,
188,5,4,159,,,
189,6,4,190,,,
190,3,2,95,,,
191,2,3,65,,,
192,8,3,251,,,
193,6,3,189,,,
194,2,2,64,,,
195,4,2,126,,,
196,3,2,95,,,
197,4,3,127,,,
198,6,4,190,,,
199,10,3,313,,,
200,8,2,250,,,
201,1,2,33,,,
202,10,3,313,,,
203,10,2,312,,,
204,6,2,188,,,
205,8,3,251,,,
206,5,2,157,,,
207,11,4,345,,,
208,11,2,343,,,
209,8,4,252,,,
210,10,4,314,,,
211,7,4,221,,,
212,6,2,188,,,
213,10,3,313,,,
214,3,4,97,,,
215,10,4,314,,,
216,5,4,159,,,
217,6,2,188,,,
218,7,4,221,,,
219,10,4,314,,,
220,9,4,283,,,
221,7,2,219,,,
222,6,2,188,,,
223,4,4,128,,,
224,6,2,188,,,
225,4,4,128,,,
226,4,3,127,,,
227,1,2,33,,,
228,2,4,66,,,
229,8,4,252,,,
230,11,4,345,,,
231,8,3,251,,,
232,6,2,188,,,
233,11,4,345,,,
234,7,2,219,,,
235,10,2,312,,,
236,2,4,66,,,
237,3,3,96,,,
238,11,4,345,,,
239,2,2,64,,,
240,4,2,126,,,
241,11,2,343,,,
242,7,2,219,,,
243,2,2,64,,,
244,10,3,313,,,
245,1,2,33,,,
246,5,4,159,,,
247,11,2,343,,,
248,9,4,283,,,
249,2,4,66,,,
250,6,3,189,,,
251,5,3,158,,,
252,1,3,34,,,
253,9,4,283,,,
254,8,4,252,,,
255,8,2,250,,,
256,8,2,250,,,
257,8,4,252,,,
258,7,4,221,,,
259,10,3,313,,,
260,1,2,33,,,
261,2,3,65,,,
262,2,4,66,,,
263,6,2,188,,,
264,4,3,127,,,
265,7,3,220,,,
266,6,3,189,,,
267,6,3,189,,,
268,11,3,344,,,
269,6,3,189,,,
270,6,3,189,,,
271,6,4,190,,,
272,10,4,314,,,
273,9,2,281,,,
274,1,2,33,,,
275,2,2,64,,,
276,10,3,313,,,
277,8,3,251,,,
278,11,3,344,,,
279,4,4,128,,,
280,9,3,282,,,
281,3,2,95,,,
282,1,2,33,,,
283,11,2,343,,,
284,2,2,64,,,
285,8,2,250,,,
286,5,4,159,,,
287,5,2,157,,,
288,11,3,344,,,
289,10,2,312,,,
290,5,4,159,,,
291,9,3,282,,,
292,11,2,343,,,
293,6,4,190,,,
294,5,3,158,,,
295,5,4,159,,,
296,9,3,282,,,
297,6,2,188,,,
298,2,4,66,,,
299,9,2,281,,,
300,1,4,35,,,
301,10,3,313,,,
302,8,2,250,,,
303,8,3,251,,,
304,4,4,128,,,
305,6,2,188,,,
306,2,4,66,,,
307,1,3,34,,,
308,4,2,126,,,
309,11,2,343,,,
310,8,2,250,,,
311,9,2,281,,,
312,4,2,126,,,
313,9,2,281,,,
314,11,3,344,,,
315,7,3,220,,,
316,6,2,188,,,
317,6,2,188,,,
318,8,4,252,,,
319,9,3,282,,,
320,8,4,252,,,
321,10,2,312,,,
322,11,2,343,,,
323,10,2,312,,,
324,10,3,313,,,
325,5,2,157,,,
326,3,3,96,,,
327,10,4,314,,,
328,10,3,313,,,
329,2,4,66,,,
330,7,4,221,,,
331,3,4,97,,,
332,3,2,95,,,
333,1,2,33,,,
334,7,2,219,,,
335,5,2,157,,,
336,6,3,189,,,
337,3,2,95,,,
338,6,3,189,,,
339,8,3,251,,,
340,5,4,159,,,
341,1,4,35,,,
342,8,3,251,,,
343,6,3,189,,,
344,3,3,96,,,
345,9,3,282,,,
346,11,3,344,,,
347,3,4,97,,,
348,1,2,33,,,
349,9,4,283,,,
350,6,4,190,,,
351,8,3,251,,,
352,7,3,220,,,
353,8,2,250,,,
354,4,2,126,,,
355,2,2,64,,,
356,8,2,250,,,
357,1,4,35,,,
358,11,2,343,,,
359,4,4,128,,,
360,1,2,33,,,
361,8,3,251,,,
362,11,3,344,,,
363,5,2,157,,,
364,1,3,34,,,
365,11,3,344,,,
366,10,3,313,,,
367,2,3,65,,,
368,3,4,97,,,
369,9,3,282,,,
370,1,2,33,,,
371,1,4,35,,,
372,8,2,250,,,
373,6,3,189,,,
374,4,4,128,,,
375,9,2,281,,,
376,3,2,95,,,
377,6,2,188,,,
378,2,4,66,,,
379,6,3,189,,,
380,11,3,344,,,
381,8,2,250,,,
382,2,3,65,,,
383,7,2,219,,,
384,4,2,126,,,
385,7,2,219,,,
386,3,4,97,,,
387,6,2,188,,,
388,3,2,95,,,
389,8,2,250,,,
390,3,2,95,,,
391,7,4,221,,,
392,1,3,34,,,
393,10,3,313,,,
394,11,2,343,,,
395,6,2,188,,,
396,3,2,95,,,
397,2,4,66,,,
398,6,2,188,,,
399,4,4,128,,,
400,6,2,188,,,
401,2,3,65,,,
402,1,3,34,,,
403,10,4,314,,,
404,7,3,220,,,
405,10,3,313,,,
406,10,4,314,,,
407,6,4,190,,,
408,1,3,34,,,
409,10,3,313,,,
410,11,3,344,,,
411,2,4,66,,,
412,1,4,35,,,
413,7,3,220,,,
414,6,3,189,,,
415,2,3,65,,,
416,6,2,188,,,
417,2,4,66,,,
418,9,3,282,,,
419,10,3,313,,,
420,6,2,188,,,
421,8,2,250,,,
422,9,3,282,,,
423,10,4,314,,,
424,2,2,64,,,
425,6,2,188,,,
426,6,4,190,,,
427,5,2,157,,,
428,2,4,66,,,
429,11,3,344,,,
430,11,4,345,,,
431,8,3,251,,,
432,3,2,95,,,
433,6,3,189,,,
434,9,4,283,,,
435,6,4,190,,,
436,9,2,281,,,
437,10,3,313,,,
438,1,2,33,,,
439,6,4,190,,,
440,10,3,313,,,
441,7,2,219,,,
442,8,2,250,,,
443,9,4,283,,,
444,8,4,252,,,
445,6,4,190,,,
446,6,4,190,,,
447,6,2,188,,,
448,1,4,35,,,
449,1,2,33,,,
450,2,3,65,,,
451,8,4,252,,,
452,3,3,96,,,
453,6,4,190,,,
454,11,2,343,,,
455,10,2,312,,,
456,9,4,283,,,
457,10,3,313,,,
458,7,2,219,,,
459,4,3,127,,,
460,6,3,189,,,
461,7,4,221,,,
462,4,4,128,,,
463,7,4,221,,,
464,5,3,158,,,
465,2,3,65,,,
466,5,4,159,,,
467,5,3,158,,,
468,11,2,343,,,
469,6,3,189,,,
470,8,3,251,,,
471,7,3,220,,,
472,3,3,96,,,
473,1,3,34,,,
474,8,2,250,,,
475,6,3,189,,,
476,11,4,345,,,
477,9,2,281,,,
478,6,3,189,,,
479,2,4,66,,,
480,9,2,281,,,
481,3,3,96,,,
482,3,2,95,,,
483,5,4,159,,,
484,9,2,281,,,
485,9,4,283,,,
486,1,4,35,,,
487,6,3,189,,,
488,9,2,281,,,
489,6,3,189,,,
490,6,3,189,,,
491,5,3,158,,,
492,1,4,35,,,
493,10,3,313,,,
494,8,4,252,,,
495,2,4,66,,,
496,6,4,190,,,
497,11,2,343,,,
498,1,2,33,,,
499,1,4,35,,,
500,11,4,345,,,
501,1,4,35,,,
502,3,2,95,,,
503,7,4,221,,,
504,11,2,343,,,
505,6,2,188,,,
506,1,2,33,,,
507,8,2,250,,,
508,10,3,313,,,
509,10,3,313,,,
510,11,3,344,,,
511,2,4,66,,,
512,6,2,188,,,
513,7,2,219,,,
514,8,2,250,,,
515,1,2,33,,,
516,9,2,281,,,
517,6,4,190,,,
518,10,4,314,,,
519,8,3,251,,,
520,3,2,95,,,
521,8,2,250,,,
522,8,4,252,,,
523,7,2,219,,,
524,5,4,159,,,
525,8,4,252,,,
526,6,4,190,,,
527,11,2,343,,,
528,8,2,250,,,
529,5,2,157,,,
530,10,2,312,,,
531,7,2,219,,,
532,10,2,312,,,
533,6,3,189,,,
534,5,4,159,,,
535,2,2,64,,,
536,4,2,126,,,
537,10,3,313,,,
538,9,3,282,,,
539,5,4,159,,,
540,1,4,35,,,
541,3,3,96,,,
542,9,4,283,,,
543,8,2,250,,,
544,5,3,158,,,
545,10,3,313,,,
546,2,3,65,,,
547,7,3,220,,,
548,7,2,219,,,
549,9,2,281,,,
550,6,4,190,,,
551,7,3,220,,,
552,11,4,345,,,
553,4,3,127,,,
554,4,2,126,,,
555,3,4,97,,,
556,9,3,282,,,
557,2,3,65,,,
558,7,2,219,,,
559,9,2,281,,,
560,11,3,344,,,
561,9,4,283,,,
562,4,3,127,,,
563,4,3,127,,,
564,8,2,250,,,
565,6,4,190,,,
566,8,3,251,,,
567,3,3,96,,,
568,3,2,95,,,
569,2,2,64,,,
570,4,3,127,,,
571,1,3,34,,,
572,4,3,127,,,
573,1,4,35,,,
574,5,3,158,,,
575,8,3,251,,,
576,10,3,313,,,
577,4,3,127,,,
578,6,3,189,,,
579,2,3,65,,,
580,2,3,65,,,
581,9,4,283,,,
582,5,4,159,,,
583,9,4,283,,,
584,3,4,97,,,
585,7,4,221,,,
586,6,2,188,,,
587,1,2,33,,,
588,6,3,189,,,
589,3,2,95,,,
590,6,2,188,,,
591,10,3,313,,,
592,8,3,251,,,
593,5,4,159,,,
594,8,2,250,,,
595,11,2,343,,,
596,5,3,158,,,
597,11,2,343,,,
598,3,3,96,,,
599,6,2,188,,,
600,6,3,189,,,
601,2,2,64,,,
602,10,3,313,,,
603,3,3,96,,,
604,5,3,158,,,
605,6,4,190,,,
606,3,4,97,,,
607,1,2,33,,,
608,5,2,157,,,
609,4,2,126,,,
610,3,4,97,,,
611,11,3,344,,,
612,11,4,345,,,
613,11,2,343,,,
614,8,2,250,,,
615,6,3,189,,,
616,10,2,312,,,
617,11,3,344,,,
618,8,3,251,,,
619,5,4,159,,,
620,11,3,344,,,
621,10,3,313,,,
622,7,3,220,,,
623,7,3,220,,,
624,4,3,127,,,
625,3,2,95,,,
626,5,4,159,,,
627,4,4,128,,,
628,8,3,251,,,
629,4,2,126,,,
630,4,3,127,,,
631,7,4,221,,,
632,1,3,34,,,
633,3,2,95,,,
634,8,4,252,,,
635,5,2,157,,,
636,2,4,66,,,
637,10,4,314,,,
638,3,4,97,,,
639,2,3,65,,,
640,1,3,34,,,
641,7,2,219,,,
642,3,4,97,,,
643,8,3,251,,,
644,2,4,66,,,
645,7,4,221,,,
646,6,2,188,,,
647,5,2,157,,,
648,9,3,282,,,
649,1,3,34,,,
650,11,2,343,,,
651,5,3,158,,,
652,5,2,157,,,
653,10,4,314,,,
654,2,3,65,,,
655,8,3,251,,,
656,4,4,128,,,
657,2,2,64,,,
658,6,2,188,,,
659,4,4,128,,,
660,7,2,219,,,
661,2,2,64,,,
662,6,3,189,,,
663,3,4,97,,,
664,6,4,190,,,
665,6,2,188,,,
666,11,3,344,,,
667,11,3,344,,,
668,2,3,65,,,
669,7,2,219,,,
670,8,2,250,,,
671,6,3,189,,,
672,8,3,251,,,
673,9,4,283,,,
674,5,2,157,,,
675,7,3,220,,,
676,6,3,189,,,
677,1,4,35,,,
678,2,3,65,,,
679,4,2,126,,,
680,7,4,221,,,
681,6,2,188,,,
682,11,2,343,,,
683,4,2,126,,,
684,4,4,128,,,
685,8,3,251,,,
686,9,3,282,,,
687,7,3,220,,,
688,3,3,96,,,
689,7,4,221,,,
690,10,4,314,,,
691,2,3,65,,,
692,5,3,158,,,
693,9,2,281,,,
694,8,3,251,,,
695,11,3,344,,,
696,4,2,126,,,
697,2,4,66,,,
698,10,3,313,,,
699,8,4,252,,,
700,9,2,281,,,
701,5,2,157,,,
702,2,2,64,,,
703,11,3,344,,,
704,11,3,344,,,
705,4,3,127,,,
706,7,2,219,,,
707,2,2,64,,,
708,9,4,283,,,
709,10,2,312,,,
710,6,3,189,,,
711,1,2,33,,,
712,9,4,283,,,
713,1,4,35,,,
714,5,3,158,,,
715,6,3,189,,,
716,1,4,35,,,
717,1,4,35,,,
718,2,3,65,,,
719,6,3,189,,,
720,7,3,220,,,
721,5,3,158,,,
722,8,3,251,,,
723,3,4,97,,,
724,1,3,34,,,
725,6,3,189,,,
726,2,4,66,,,
727,1,2,33,,,
728,5,4,159,,,
729,1,2,33,,,
730,9,2,281,,,
731,11,3,344,,,
732,4,3,127,,,
733,10,4,314,,,
734,3,2,95,,,
735,2,3,65,,,
736,9,4,283,,,
737,8,3,251,,,
738,7,2,219,,,
739,6,4,190,,,
740,4,2,126,,,
741,7,4,221,,,
742,3,4,97,,,
743,6,3,189,,,
744,5,4,159,,,
745,1,2,33,,,
746,8,4,252,,,
747,1,3,34,,,
748,11,3,344,,,
749,5,3,158,,,
750,10,4,314,,,
751,3,4,97,,,
752,2,4,66,,,
753,11,3,344,,,
754,7,4,221,,,
755,3,2,95,,,
756,10,2,312,,,
757,8,2,250,,,
758,4,4,128,,,
759,2,4,66,,,
760,4,2,126,,,
761,11,3,344,,,
762,11,3,344,,,
763,9,4,283,,,
764,2,2,64,,,
765,1,4,35,,,
766,6,3,189,,,
767,7,2,219,,,
768,3,3,96,,,
769,1,3,34,,,
770,5,4,159,,,
771,6,3,189,,,
772,6,4,190,,,
773,6,4,190,,,
774,9,4,283,,,
775,9,3,282,,,
776,1,4,35,,,
777,10,4,314,,,
778,6,2,188,,,
779,8,3,251,,,
780,6,3,189,,,
781,3,3,96,,,
782,7,3,220,,,
783,3,3,96,,,
784,7,2,219,,,
785,11,2,343,,,
786,9,4,283,,,
787,10,3,313,,,
788,2,4,66,,,
789,1,2,33,,,
790,1,3,34,,,
791,6,3,189,,,
792,3,3,96,,,
793,3,2,95,,,
794,9,4,283,,,
795,4,4,128,,,
796,6,3,189,,,
797,5,3,158,,,
798,1,3,34,,,
799,8,2,250,,,
800,9,3,282,,,
801,4,3,127,,,
802,9,3,282,,,
803,6,3,189,,,
804,2,3,65,,,
805,6,3,189,,,
806,5,3,158,,,
807,6,2,188,,,
808,3,3,96,,,
809,4,3,127,,,
810,6,2,188,,,
811,4,2,126,,,
812,10,4,314,,,
813,10,2,312,,,
814,7,3,220,,,
815,2,3,65,,,
816,8,3,251,,,
817,2,4,66,,,
818,2,4,66,,,
819,8,3,251,,,
820,10,3,313,,,
821,11,2,343,,,
822,6,3,189,,,
823,6,3,189,,,
824,3,4,97,,,
825,2,2,64,,,
826,2,2,64,,,
827,9,4,283,,,
828,5,2,157,,,
829,10,4,314,,,
830,4,3,127,,,
831,4,2,126,,,
832,1,3,34,,,
833,2,2,64,,,
834,6,4,190,,,
835,4,3,127,,,
836,5,4,159,,,
837,5,4,159,,,
838,4,3,127,,,
839,6,4,190,,,
840,11,3,344,,,
841,1,3,34,,,
842,11,3,344,,,
843,4,4,128,,,
844,9,3,282,,,
845,10,4,314,,,
846,6,2,188,,,
847,2,2,64,,,
848,8,2,250,,,
849,7,4,221,,,
850,6,2,188,,,
851,8,4,252,,,
852,4,2,126,,,
853,11,4,345,,,
854,10,4,314,,,
855,10,2,312,,,
856,4,2,126,,,
857,9,2,281,,,
858,2,3,65,,,
859,8,2,250,,,
860,4,3,127,,,
861,7,3,220,,,
862,1,4,35,,,
863,11,4,345,,,
864,6,2,188,,,
865,10,3,313,,,
866,10,2,312,,,
867,8,4,252,,,
868,6,4,190,,,
869,11,3,344,,,
870,2,2,64,,,
871,6,3,189,,,
872,3,4,97,,,
873,11,4,345,,,
874,4,4,128,,,
875,1,3,34,,,
876,8,4,252,,,
877,7,4,221,,,
878,6,3,189,,,
879,10,2,312,,,
880,4,4,128,,,
881,9,3,282,,,
882,8,4,252,,,
883,6,2,188,,,
884,2,2,64,,,
885,6,4,190,,,
886,8,4,252,,,
887,5,2,157,,,
888,9,3,282,,,
889,7,2,219,,,
890,1,3,34,,,
891,10,2,312,,,
892,5,2,157,,,
893,6,4,190,,,
894,10,4,314,,,
895,10,3,313,,,
896,5,2,157,,,
897,2,3,65,,,
898,8,3,251,,,
899,1,4,35,,,
900,6,3,189,,,
901,11,4,345,,,
902,4,3,127,,,
903,1,2,33,,,
904,8,2,250,,,
905,2,4,66,,,
906,6,3,189,,,
907,7,4,221,,,
908,6,4,190,,,
909,8,4,252,,,
910,11,3,344,,,
911,9,2,281,,,
912,5,3,158,,,
913,4,2,126,,,
914,6,4,190,,,
915,7,3,220,,,
916,6,2,188,,,
917,6,4,190,,,
918,7,2,219,,,
919,3,4,97,,,
920,7,4,221,,,
921,10,3,313,,,
922,2,2,64,,,
923,3,3,96,,,
924,4,2,126,,,
925,11,2,343,,,
926,7,3,220,,,
927,5,4,159,,,
928,8,4,252,,,
929,5,4,159,,,
930,3,3,96,,,
931,5,2,157,,,
932,1,4,35,,,
933,5,3,158,,,
934,2,3,65,,,
935,9,2,281,,,
936,8,2,250,,,
937,5,3,158,,,
938,9,3,282,,,
939,9,2,281,,,
940,5,3,158,,,
